Номер победы	Партия	Дата запуска	Код	Номенклатура	Количество в заказе	Перемещено	Дефицит	Обеспечена МП	Обеспечена метизы	Пометка удаления	Заказчик	Спецификация	Изделие
2144	1	05.02.2020	11285	Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	17,80105263		17,80105263	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020	"02144//Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен"
2145	1	25.02.2020	15295	Лист 4 ГОСТ 19903-74 С235-1 ГОСТ 27772-2015	3,22580645		3,22580645	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	15314	Круг 20 ГОСТ 2590-2006 09Г2С-15 ГОСТ 19281-2014	125,11111111		125,11111111	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	15316	Круг 12 ГОСТ 2590-2006 09Г2С-15 ГОСТ 19281-2014	4,70588235		4,70588235	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	16622	Круг 14 ГОСТ 2590-88 09Г2С-15 ГОСТ 19281-2014	235,76470588		235,76470588	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	10911	Уголок 40х40х4 ГОСТ 8509-86 С345-3 ГОСТ 27772-2015	41,93548387		41,93548387	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002125	Труба 114х5 ГОСТ 8732-78 09Г2С-15 ГОСТ 19281-2014	632,47058824		632,47058824	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002129	Труба 102х4 ГОСТ 8732-78 09Г2С-15 ГОСТ 19281-2014	910,58823529		910,58823529	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002130	Труба 89х4 ГОСТ 8732-78 09Г2С-15 ГОСТ 19281-2014	961,17647059		961,17647059	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002131	Труба 76х4 ГОСТ 8732-78 09Г2С-15 ГОСТ 19281-2014	1 080		1 080	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002132	Труба 70х4 ГОСТ 8732-78 09Г2С-15 ГОСТ 19281-2014	1 080		1 080	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002133	Труба 60х4 ГОСТ 8732-78 09Г2С-15 ГОСТ 19281-2014	32,94117647		32,94117647	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002134	Уголок 63х63х5 ГОСТ 8509-93 С345-3 ГОСТ 27772-2015	357,52688172		357,52688172	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002135	Уголок 50х50х5 ГОСТ 8509-93 С345-3 ГОСТ 27772-2015	454,83870968		454,83870968	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002136	Швеллер 12 П ГОСТ 8240-89 С345-4 ГОСТ 27772-2015	46,66666667		46,66666667	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002138	Швеллер гнутый 120х60х4х4 ГОСТ 8278-83 С345-4 ГОСТ 27772-2015	753,76344086		753,76344086	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002139	Швеллер гнутый 100х50х4х4 ГОСТ 8278-83 С345-4 ГОСТ 27772-2015	626,88172043		626,88172043	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002191	Труба 36х3 ГОСТ 10704-91 С345-4 ГОСТ 27772-2015	287,77777778		287,77777778	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002193	Лист 28 ГОСТ 19903-74 С345-4 ГОСТ 27772-2015	296,13333333		296,13333333	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002194	Лист 10 ГОСТ 19903-74 С345-4 ГОСТ 27772-2015	384,70588235		384,70588235	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002195	Лист 8 ГОСТ 19903-74 С345-4 ГОСТ 27772-2015	396,47058824		396,47058824	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002196	Лист 6 ГОСТ 19903-74 С345-4 ГОСТ 27772-2015	762,5		762,5	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002198	Лист 5 ГОСТ 19903-74 С235-1 ГОСТ 27772-2015	5,81395349		5,81395349	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
2145	1	25.02.2020	00-00002199	Лист ПВ 406 ТУ 36.26.11-5-89 С235-1 ГОСТ 27772-2015	153,75		153,75	Нет	Нет	Нет	ГАС ООО	331-ГАС-17 от 13.06.2017, Спецификация №1 антенна от 20.01.2020	02145//Металлоконструкции   антенной опоры Н=30м РД 20-6189-КМ-I-30-10 В комплекте светоограждение (
921955	1	28.01.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,17222222		0,17222222	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
921955	1	28.01.2020	11269	Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	198,94705882	199	-0,05294118	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
921955	1	28.01.2020	11280	Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	596,54545455	1 326,822	-730,27654545	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
921955	1	28.01.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	34,59090909	7	27,59090909	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
921955	1	28.01.2020	11270	Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	44,6344086		44,6344086	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
921955	1	28.01.2020	14228	Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	24,8	19	5,8	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
921955	1	28.01.2020	11268	Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	109,96774194	110	-0,03225806	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
921955	1	28.01.2020	11275	Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	405,5326087	406	-0,4673913	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
921955	1	28.01.2020	11278	Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	298,67741935	299	-0,32258065	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
921955	1	28.01.2020	11283	Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	1 727,89247312	1 728	-0,10752688	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
921955	1	28.01.2020	12036	Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	1 531,26086957	1 475	56,26086957	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
921955	1	28.01.2020	12037	Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	1 973,63333333	1 850	123,63333333	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
921955	1	28.01.2020	15136	Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	1 208,84782609	1 130	78,84782609	Да	Нет	Нет	ЯМАЛ СПГ ОАО	1736/19-ЯСПГ от 26.12.2019, Спецификация №1 от 26.12.2019	"921955//Комплектная поставка:   Опора промежуточная ПГ35-2 для изолированного провода 120 мм2; Подве"
14	1	29.01.2020	9688	Лист 6 ГОСТ 19903-74 ст3 ГОСТ 380-2005	250,49090909	250,491	-0,00009091	Нет	Нет	Нет			Стол для плазмы
14	1	29.01.2020	15110	Лист 4 ГОСТ 19903-74 ст3 ГОСТ 380-2005	340,33548387		340,33548387	Нет	Нет	Нет			Стол для плазмы
14	1	29.01.2020	15099	Лист 12 ГОСТ 19903-74 ст3 ГОСТ 380-2005	420,11034483		420,11034483	Нет	Нет	Нет			Стол для плазмы
6	1	22.01.2020	15205	Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	482,25882353	500	-17,74117647	Да	Нет	Нет			Накладки для стыковки трубы сваи для заказа 922079 (1 шт.)
6	1	22.01.2020	11270	Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	16,43010753		16,43010753	Да	Нет	Нет			Накладки для стыковки трубы сваи для заказа 922079 (1 шт.)
11	1	23.01.2020	16513	Труба 89х6 ГОСТ 8732-78 ст3 ГОСТ 380-2005	55,98235294	56	-0,01764706	Да	Нет	Нет			Заготовка для приводного вала уголковой линии VP-184
90235	1	04.12.2019	9689	Лист 8 ГОСТ 19903-74 ст3 ГОСТ 380-2005	21,26117647	22	-0,73882353	Да	Нет	Нет			Заготовка на комплекс охлаждающей ванны
90235	1	04.12.2019	15110	Лист 4 ГОСТ 19903-74 ст3 ГОСТ 380-2005	342,26021505	343	-0,73978495	Да	Нет	Нет			Заготовка на комплекс охлаждающей ванны
90235	1	04.12.2019	9686	Лист 10 ГОСТ 19903-74 ст3 ГОСТ 380-2005	7,38823529		7,38823529	Да	Нет	Нет			Заготовка на комплекс охлаждающей ванны
90235	1	04.12.2019	10893	Лист ПВ 406 ТУ 36.26.11-5-89 ст3 ГОСТ 380-2005	794,02	936	-141,98	Да	Нет	Нет			Заготовка на комплекс охлаждающей ванны
90235	1	04.12.2019	18231	Уголок 63х63х4 ГОСТ 8509-86 ст3 ГОСТ 380-2005	359,7827957	360	-0,2172043	Да	Нет	Нет			Заготовка на комплекс охлаждающей ванны
90235	1	04.12.2019	9692	Уголок 63х63х5 ГОСТ 8509-86 ст3 ГОСТ 380-2005	627,93548387	406	221,93548387	Да	Нет	Нет			Заготовка на комплекс охлаждающей ванны
90235	1	04.12.2019	15090	Швеллер 10 У ГОСТ 8240-89 ст3 ГОСТ 380-2005	1 019,95268817	1 020	-0,04731183	Да	Нет	Нет			Заготовка на комплекс охлаждающей ванны
90235	1	04.12.2019	15114	Швеллер 16 У ГОСТ 8240-89 ст3 ГОСТ 380-2005	5 960,64666667	4 017	1 943,64666667	Да	Нет	Нет			Заготовка на комплекс охлаждающей ванны
90235	1	04.12.2019	00-00001615	Лист 4 ГОСТ 19903-74 12Х18Н10Т ГОСТ 7350-77	4 428,68817204	4 183	245,68817204	Да	Нет	Нет			Заготовка на комплекс охлаждающей ванны
90235	1	04.12.2019	18636	Труба 89х5 ГОСТ 9940-81 12Х18Н10Т ГОСТ 7350-77	2,57176471	3	-0,42823529	Да	Нет	Нет			Заготовка на комплекс охлаждающей ванны
921624	1	24.02.2020	11280	Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	102,54545455		102,54545455	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ХАНТОС ООО	ДП_39295_30915_37804 от 04.08.2019, Спецификация №4(1660) от 24.01.2020	921624//Наголовник М42 Проект: 3.407.9-146
921624	1	24.02.2020	11726	Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	414,62068966		414,62068966	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ХАНТОС ООО	ДП_39295_30915_37804 от 04.08.2019, Спецификация №4(1660) от 24.01.2020	921624//Наголовник М42 Проект: 3.407.9-146
201	1	12.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	1,55555556		1,55555556	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
201	1	12.02.2020	11267	Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	908,27058824		908,27058824	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
201	1	12.02.2020	11269	Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	750,72941176	750,75	-0,02058824	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
201	1	12.02.2020	11271	Лист 3 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	3 778,23157895		3 778,23157895	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
201	1	12.02.2020	11726	Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	925,44827586		925,44827586	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
201	1	12.02.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	3 809,82954545		3 809,82954545	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
201	1	12.02.2020	15205	Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	1 410,45882353		1 410,45882353	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
201	1	12.02.2020	11270	Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	8 441,62365591		8 441,62365591	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
201	1	12.02.2020	11265	Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014	43,55555556		43,55555556	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
201	1	12.02.2020	11296	Труба 219х10 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014	4 409,76666667		4 409,76666667	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
201	1	12.02.2020	11262	Труба профильная 100х100х4 ГОСТ 30245-94100 09Г2С-12 ГОСТ 19281-2014	2 884		2 884	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
201	1	12.02.2020	11268	Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	2 110,23655914		2 110,23655914	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
201	1	12.02.2020	11266	Швеллер 18 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	2 748,42105263		2 748,42105263	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0201//Опора промежуточная П10Г-7М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект: ОЭ"
203	1	11.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,02222222		0,02222222	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0203//Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Прое"
203	1	11.02.2020	11267	Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	12,97529412		12,97529412	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0203//Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Прое"
203	1	11.02.2020	11269	Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	16,85058824		16,85058824	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0203//Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Прое"
203	1	11.02.2020	11726	Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	8,55632184		8,55632184	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0203//Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Прое"
203	1	11.02.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	18,96022727		18,96022727	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0203//Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Прое"
203	1	11.02.2020	15205	Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	42,38235294		42,38235294	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0203//Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Прое"
203	1	11.02.2020	11270	Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	378,75698925	200	178,75698925	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0203//Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Прое"
203	1	11.02.2020	14228	Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	6,01333333		6,01333333	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0203//Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Прое"
203	1	11.02.2020	11296	Труба 219х10 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014	62,99666667		62,99666667	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0203//Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Прое"
203	1	11.02.2020	11871	Труба 219х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014	58,28222222		58,28222222	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0203//Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Прое"
203	1	11.02.2020	11268	Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	30,28494624		30,28494624	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0203//Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Прое"
203	1	11.02.2020	12985	Швеллер 20 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	51,13263158		51,13263158	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0203//Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Прое"
204	1	08.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,02222222		0,02222222	Нет	Нет	Нет	ЖДСК Эталон-Н	105/12-19, Спецификация №1 от 27.12.2019	"0204//Опора анкерная угловая АУ10Г-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.325.1.L.S Проект:"
